beer_name,beer_rating,brewery_location,brewery_name,review_content,reviewer_name
Garagiste Double Barrel Reboog Blue,4.2,"Tampa, Florida",Garagiste Meadery,"Rami Rami is drinking a Double Barrel Reboog Blue by Garagiste Meadery at Untappd at Home

Maslo orzechowe zdominowalo aromat. Owoce na drugim miejscu. W smaku za to fajnie zlozone, tu beczka do zgadniecia, troche malo ciala. Ciekawa pyszka. Posmak alko troche psuje",rami_pl
Garagiste Susy's Cherry Pie - Barrel Aged Vanilla,4.1,"Tampa, Florida",Garagiste Meadery,"Rami Rami is drinking a Susy's Cherry Pie (Thanos Snapped) by Garagiste Meadery at Untappd at Home

Mega wisniowe, dosc lekki, kapke pestkowy, jak na miod to chlalny. Fajna rownowaga, troche budowa cepa. Malo gesty",rami_pl
Garagiste Meadery Barrel Aged Reboog Musa,4.3,"Tampa, Florida",Garagiste Meadery,"Rami Rami is drinking a Barrel Aged Reboog Musa by Garagiste Meadery at Untappd at Home

Maslo orzechowe dominuje. Banan obecny. Ale reszta obecna, kapke ciezki w porownaniu z tymi Z ciemnymi owocami. Dompowolnego saczenia. Klasa",rami_pl
Garagiste Luminescence ,4.3,"Tampa, Florida",Garagiste Meadery,"Rami Rami is drinking a Luminescence by Garagiste Meadery at Untappd at Home

Te owocki jakbym w ciemno mial zgadywac, to bym jagody np podejrzewal. :) a to jezyna najbardziej. Bardzo slodki, niska dosc ta owocowa kwaskowatosc, gesty w cholere. Gladziutki. Duuuuza klasa jak dla mnie",rami_pl
Garagiste Barrel Aged Maple X,4.2,"Tampa, Florida",Garagiste Meadery,"Rami Rami is drinking a Barrel Aged Maple X by Garagiste Meadery at Untappd at Home

Owocowo, gesto, beczka obecna, posmaki przyprawowe i kwaskowate, klasa",rami_pl
Brick (UK) BrewDog Shepherd's Bush Twice Shy,4.2,"Deptford, Greater London",Brick Brewery (UK),"September 16, 2019 - At The Rake, on draught.  Looks like a NEIPA - quite hazy/cloudy light gold with an okay fizzy white head.  Aroma is a solid apricot/floral East Coast DIPA with an overlay of toasted coconut, restrained alcohol for a DIPA.  The taste, however - wow - toasted coconut that doesn't over whelm the fruity/floral huge malt body, biggish alcohol, but it just works so well - wonderfully balanced, actuall brought a grin on as I drank it - so good, one of the beers of the trip and it's a crime nobody else on RB had this (I had to create the entry) - this is deserving of another brew, although it's probably a PITA to make, based on what brewers have said about working with coconut in the past.  Solid body, perfect keg carbonation, medium non-coating finish with a long ride-out of toasted coconut and floral bitterness.  SO damned good, maybe the best easiest drinking DIPA I have had in five years.  Bravo.",HogTownHarry
Jack's Abby Keller Series Marzen,4.0,"Framingham, Massachusetts",Jack's Abby Brewing,"16 oz can.  Pours hazy orange with tall, long-lasting, fluffy white head.  Aroma is of grassy hops and bready malt.  Body is full and crisp.  Grassy hops, grain and bready malt nicely balanced on the palate.  Finish is long and almost dry.  Great brew.",mike67
Hammerton / Brew By Numbers Buoyancy Aid,3.8,"Islington, Greater London",Hammerton Brewery,"Can from the Plumsteadshire online shop. Salmon coloured pour with a white head. Guava, papaya, peach, passionfruit nose. Taste is guava, peach, tart summer fruits, yellow melon, passionfruit. Kick of sour fruit in the close.",planky84
Brass Castle Here be Dragons,3.6,"Malton, North Yorkshire",Brass Castle Brewery,"Can from the Plumsteadshire online shop. Dark brown pour with a beige head. Treacle toffee,sultanas,chocolate nut in the nose. Taste is toffee,splash of banana, dried fruit. Malty,sweet finish. Good stuff.",planky84
Cloudwater DIPA (S•S19),4.5,"Manchester, Greater Manchester",Cloudwater Brew Co,"Amazing perfume of passion fruit, pours clear. Fresh, taste of malt, slightly piney hops and a bit of cherry. Good even though was expecting more. Backlog nov 2018",boubalep
Hardywood Peach Tripel,3.7,"Richmond, Virginia",Hardywood Park Craft Brewery,"Bottle from Cardinal Trading. Nose is spicy Belgian yeast, honey malts, peaches. Bread, biscuits. Slightly hazy, brilliant gold with a low head. Sweet, biscuity malt flavor with more peaches than the nose, spicy yeast, not overly sweet. Very dry finish, spicy. Crisp, not heavy or cloying. Nice and very unique fruit beer.",KyotoLefty
Frontyard Coffee Milk Stout,4.1,"Austin, Texas",Frontyard Brewing Company,"Can poured a clear dark reddish brown with a small lasting creamy brown head. Aromas of coffee, cocoa, roasted malt and earthiness. Palate was light to medium bodied and smooth with a dry finish. Flavors of coffee, cocoa, earthiness and light roastiness with a smooth dry lingering coffee finish.",Ratman197
Periodic Sugarloaf Amber Ale,3.6,"Leadville, Colorado",Periodic Brewing,"Can poured a clear orange amber with a small lingering amber head. Aromas of caramel earthiness and graininess. Palate was light bodied and crisp with a smooth dry finish. Flavors of caramel, earthiness and light graininess with a smooth dry lingering earthy caramel finish.",Ratman197
Sweetwater IPA,3.7,"Atlanta, Georgia",Sweetwater Brewing Company,"Just a sip. Malty IPA. Very nice perfume, to be tested again ! (Backlog Oct 2017)",boubalep
Uncommon Brewers Dive Beer,3.1,"Santa Cruz, California",Uncommon Brewers,"Pounder can poured a clear tarnished gold with a small lasting off white head. Aromas of straw, earthiness and light citrus. Palate was light bodied and crisp with a dry finish. Flavors of straw and light dried fruit with a crisp dry finish.",Ratman197
Shoreline Bavarian Bombshell,3.9,"Michigan City, Indiana",Shoreline Brewery,"Bottle poured a clear dark reddish brown with a small lasting creamy tan head. Aromas of roasted malt, cocoa, earthiness and coffee. Palate was light bodied and crisp with a dry finish. Flavors of roasted malt, coffee, light earthiness and light cocoa with a crisp dry lingering coffee finish.",Ratman197
Howling Hops Single Hop Pale Ale Vic Secret,4.2,"Hackney, Greater London",Howling Hops,"Good one. Less tropical than expected but I had too much expectations on Vic Secret, maybe. Pours milky hazy vanilla milk. Aroma and taste of green hop pellets tropical and earthy. Tropical greenhouse. Crisp bitter finish. Mouth a bit sticky. I would add more malt backbone ? March 2019, caskbar",boubalep
Founders KBS (Kentucky Breakfast Stout),3.9,"Grand Rapids, Michigan",Founders Brewing Company (Mahou San Miguel),"Klassieker onder de klassiekers! Zwart donker, dik stropperig, eerder zoet, koffie van overal!",DraftWhisperer85
Evil Twin NYC Silent Night in a New York City Taproom,4.0,"Queens, New York",Evil Twin Brewing,"Although they aren't any longer my go-to, I always enjoy to go go back to traditional Belgian style ales, now and then, as they are my first love, hugely responsible for my love for beer,s those days in the 90s. OK this is an American-Danish brand, not Belgian, but hey, the beer is Belgian inspired... and sugared!  This pours beautifully, amber with a firm finger of cream head, lasting ages with excellent lacing. Aroma has a lot of freshly baked white bread, flowers, caramel, honey and candi sugar (canned in Dec 19). Tastes sweet, very sweet. Lot of sweet caramel, nectar, honey, syrup, diabetes juice, candi sugar. But I love it! Probably 2 of these would kill me (12%!) especially cos it's overwhelming sweet, moderately light bodied, and with booze that kicks-in 10 min later. A lot of hyper ripe fruity notes go around the sugar, with a very minor yeasty notes to recall the Belgian-ness. So in the end, a Belgian Ale not too Belgian but a great enjoyable killer!",colui72
Dead Low Gunnel Imperial Honey Lager,3.1,"Cincinnati, Ohio",Dead Low Brewing,Howler. Poured clear amber color with an average frothy white head that diminished with very little lacing. Moderate honey balanced aroma.  Medium body with a smooth texture and soft carbonation. Moderate sweet flavor with a moderate sweet finish of short to medium duration. This soft beer met my low expectations.,Tmoney99
Thornbridge Bison,3.7,"Bakewell, Derbyshire",Thornbridge Brewery,"Bottle, small bubbly head, quite clear deep yellow color, melange of citrus and tropical fruits, mellow citrus peel bitterness. Really good and enjoyable",tomer
Snoqualmie Falls Plant 1 Powerhouse IPA,4.3,"Snoqualmie, Washington",Snoqualmie Falls Brewing Company,"Very good beer.  The malt and hops are not overly strong considering the ABV & IBU's.  It has a medium to light body and mild aroma.  Not much of a head either, but the taste is excellent.",coasternut
Alchemist Focal Banger,3.8,"Stowe, Vermont",The Alchemist,"Getting this fresh, canned on March 31, with all its aroma they say they worked hard to retain, as they say on the can. Last year I tried and older can and between drinking it from the can and from a glass the difference was big. This time, honestly not much as its aromas and flavours are rich, alive and kicking! Pours hazy orange, big fluffy head, good retention and excellent lacing. Nose is a East meets West blend of pine and stone fruit, citrus and tropical notes. Tastes surprisingly quite bitter and yeasty, that layers up into fruitiness on the second sip. The finish is a return to a grassy bitterness, quite pronounced. Medium body, smooth and enjoyable. A very solid, classic brew!",colui72
Adnams Ghost Ship (Bottle/Can),3.5,"Southwold, Suffolk",Adnams,Very hop-forward. Nice and refreshing. Bubbly. One of the better British beers I’ve had.,shivermetimber.gray
Vielanker Craft Beer Amber Lager,3.0,"Vielank, Mecklenburg-Vorpommern",Vielanker Brauhaus,"The beer has got a deep golden amber colour with a small head and medium body.  Aroma of hops and vanilla.  Taste of hops,  white bread, caramel and nuts. Mild finish.",McTapps
Bitburger / Sierra Nevada Triple Hop'd Lager,2.8,"Bitburg, Rhineland-Palatinate",Bitburger Brauerei Th. Simon,"Na das ist ja mal eine spannende Kooperation, mein meistgehasstes deutsches Bier trifft eine meiner liebsten US Brauereien. In der Nase schonmal ordentlich grünhopfig. Im Trunk okay, cremig, leicht bitter, hinten leicht harzig, aber nicht so richtig geil. Liegt bestimmt am Bitburger. Da fehlt es echt an Pepp.",Fisler
Vielanker Craft Beer Brown Ale,2.8,"Vielank, Mecklenburg-Vorpommern",Vielanker Brauhaus,"The beer has got a deep hazy brown color with a steady head and medium body.  Aroma of malt and nuts. Taste of roasted,  barley, dark bread and caramel.  Malty finish.",McTapps
Bexley Redhouse,3.4,"Erith, Greater London",Bexley Brewery,"September 18, 2019 - with lagerloather at Wenlock Arms on handpull cask.  Clear, bright and refractive copper-amber pour with an okay diminishing off-white head.  Smells like an ESB - a bit more alcohol than a Best, solid biscuit/floral balance, a wee bit sweet.  Taste follows - a little light and sweet, not much bitterness, but just the thing.  Decent body, very light carbonation, medium-quick floral non-coating semi-sweet finish.  Old School.",HogTownHarry
Wild Monkeys Malt Biker,2.9,"Mannheim, Baden-Württemberg",Privatbrauerei Eichbaum Mannheim,"vizuálisan elég meggyőző, de íz- és szagügyileg már nem annyira jó a kiállása.",rozsoma
Sierra Nevada Hoptimum 2019,4.1,"Chico, California",Sierra Nevada Brewing Company,Creamy white good mostly lasting head. Orange colour. Heavy hoppy and moderate malty aroma. Heavy bitter flavor. Long heavy bitter finish. Creamy palate. Wonderful.,HenrikSoegaard
Lost Coast Tangerine Wheat,3.2,"Eureka, California",Lost Coast Brewery & Cafe,"Hazy blonde almost orange with thin foam

Really as the name mentioned, crazy amount of sweet tangerine candy aroma, hint of bread.

Smooth palate, creamy hint of tangerine and sweet malt.",mbos4115
Mongozo Coconut,3.0,"Melle, Belgium",Brouwerij Huyghe,"not much of a beer, more like a pina colada. smells like the coconut joe tanning oil! very nice light color and creamy foam.",novalux
Arbor Ales My Little Sabrony,4.0,"Bristol, Gloucestershire",Arbor Ales,"Puszka. Jasno-zolte ,mętne o białej ,średniej pianie,która opada powoli zdobiąc szkło. Dominuje kokosowa nuta,lekkie cytrusy,białe owoce,liczi,morela,ananasy. Chmiel lekko szczypie w podniebienie,lekko mydlane,raczej słodkie o średnim wysyceniu,zdecydowanie dobre.",MarcinG
The Dandy The Dandy,3.4,"Calgary, Alberta",The Dandy Brewing Company,"Can. Gold - clear until the last little bit (one of the few problems with cans) - with a white head that doesn't last that well. Aroma of tropical fruit, lemons on the turn, some boot polish, white wine. 7+ Some fruity sweetness as ell as moderate sourness. No particular finish. Refreshing, tangy and vinous. Perhaps a little strong for what it offers but a solid drinker.",hawthorne00
MobCraft Oddball Kolsch,3.7,"Milwaukee, Wisconsin",MobCraft Beer,"Yellow gold pour with white head that died quickly. Aroma of waffle/pancake batter. Very bready flavor. Yeasty, bakery and Koogin. This is unique but refreshing enough to get a good grade. Can.",pkbites
Vacationland,4.0,"Baileys Harbor, Wisconsin",Door County Brewing Company,"Cloudy orangey yellow with white frothy head. Aroma of light citrus, pine, and floral notes. Flavor hints at crisp, ice cold watermelon and fresh summer cantaloupe. Lighter hops in the finish. Extremely satisfying quaff. Wonderful label as well. Good show, Door County Brewing! Very nice. Can.",pkbites
4 Noses Blooms & Blossoms,3.9,"Broomfield, Colorado",4 Noses Brewing Company,"16 oz. can. Pours a clear, straw color, with a big, foamy, white head. The nose is rosewater, orange zest, vanilla, allspice, and caramel. Sweet and yeasty, with a lovely, herbal bitterness. Light body, with a remarkably chewy feel, yet still crisp and refreshing. This is a fantastic, quality witbier.",GTAEgeek
Bitburger / Sierra Nevada Triple Hop'd Lager,3.2,"Bitburg, Rhineland-Palatinate",Bitburger Brauerei Th. Simon,"Copenhagen 28/4 2020. 33 cl can from Meny, Østerfælled Torv, Kbh. Ø. Some green fields and the logos of Bitburger and Sierra Nevada surrounded by hop flowers on the can. 

Pours unclear, golden yellow with a medium-sized white head. Settles as thin layer of foam struggling to cover the surface of the beer. Moderate lacing. 

Aroma is moderately intense. Malty sweetness with a lighter odor of citrus fruit peeking in. Pale sweet malts, caramel and grains. Hints of sweet peach. Citrus and grape fruit notes. Pretty light. 

Medium strong carbonation. Thin, watery, lively texture. 

Flavor is medium intense with a medium strong sweetness followed by a slightly stronger citric bitterness. Aftertaste is bitter and citric with a light, sweet undercurrent. Lingers for a bit. Semi-dry finish. 

Strange bedfellows - but not a very strange beer. Pretty straight forward lager beer with a light hoppy touch. ""Triple Hop'd"" seems a bit of a stretch.",DraftDodger
Port Orleans Bacchus Blonde,4.6,"New Orleans, Louisiana",Port Orleans Brewing Company,"Bacchus Blonde has a thick, soapy white head, a somewhat hazy appearance, with bubbles and moderate lacing. The aroma is of sweet biscuit & yeast, and the flavor is of that, plus higher-than-expected bitterness. Mouthfeel is high-medium, and Bacchus Blonde finishes on the dry side. RJT",ronaldtheriot
Harcos (Hungary),2.7,"Neckarsulm, Baden-Württemberg",Lidl Europe,"I Tasted as B Lidl Warrior IPA /B /I Very good, ultradense yellow-creamy head, some lace, over clear amber beer. Oxydation, caramel, old oxidated hops. Bitterish, bit metallic flavour with again lots of caramel, lightly toasted malts, toffee. Finish is horsechestnut/acorn-like bitter. Light body, slick and a bit sticky. Long lasting sticky unrefined bitter. Lidl indeed. I Thanks to Stef! /I",JorisPPattyn
